Source,Destination,Distance(M)
City_29,City_36,645685
City_29,City_44,933441
City_29,City_43,932214
City_29,City_10,557828
City_29,City_32,724853
City_29,City_33,712309
City_29,City_3,1726314
City_29,City_9,898153
City_29,City_34,1048197
City_29,City_59,1277509
City_29,City_16,1479207
City_29,City_8,208654
City_29,City_40,1054377
City_29,City_11,594011
City_29,City_23,152640
City_29,City_4,1102142
City_29,City_25,111374
City_29,City_15,1438098
City_29,City_27,76405
City_29,City_55,1612158
City_29,City_39,239545
City_29,City_49,686968
City_29,City_17,1474578
City_29,City_38,274462
City_29,City_0,157787
City_29,City_1,138828
City_29,City_22,182653
City_29,City_2,135919
City_29,City_18,1461475
City_29,City_50,642752
City_29,City_60,2100599
City_29,City_7,1875840
City_29,City_61,693511
City_8,City_24,315821
City_8,City_47,855612
City_8,City_31,286533
City_8,City_54,1744620
City_8,City_53,1758518
City_8,City_19,1393319
City_8,City_12,691236
City_8,City_46,882175
City_8,City_45,883192
City_8,City_51,1024310
City_8,City_6,1432347
City_8,City_20,1414684
City_8,City_56,1380761
City_8,City_35,1028626
City_8,City_48,1034210
City_8,City_57,1424898
City_8,City_58,1375652
City_8,City_42,523629
City_8,City_13,1098856
City_8,City_14,1098235
City_8,City_37,416559
City_8,City_30,207320
City_8,City_5,1884788
City_8,City_41,885252
City_8,City_52,1560930
City_8,City_26,376096
City_8,City_21,1460886
City_8,City_28,236836
City_8,City_36,523692
City_8,City_44,742984
City_8,City_43,741757
City_8,City_10,481112
City_8,City_32,534572
City_8,City_33,513881
City_8,City_3,1664817
City_8,City_9,880719
City_8,City_34,1005767
City_8,City_59,1087052
City_8,City_16,1324160
City_8,City_29,210781
City_8,City_40,863920
City_8,City_11,576577
City_8,City_23,63984
City_8,City_4,1079458
City_8,City_25,108377
City_8,City_15,1282408
City_8,City_27,145331
City_8,City_55,1584209
City_8,City_39,251160
City_8,City_49,748856
City_8,City_17,1316427
City_8,City_38,458952
City_8,City_0,394005
City_8,City_1,375046
City_8,City_22,76644
City_8,City_2,372137
City_8,City_18,1305784
City_8,City_50,750506
City_8,City_60,1910142
City_8,City_7,1685383
City_8,City_61,756674
City_40,City_24,1104157
City_40,City_47,724864
City_40,City_31,1092687
City_40,City_54,1943450
City_40,City_53,1957347
City_40,City_19,1458657
City_40,City_12,782910
City_40,City_46,530121
City_40,City_45,531035
City_40,City_51,1424930
City_40,City_6,625289
City_40,City_20,1460958
City_40,City_56,677690
City_40,City_35,1020719
City_40,City_48,761665
City_40,City_57,724261
City_40,City_58,659202
City_40,City_42,440805
City_40,City_13,731444
City_40,City_14,731140
City_40,City_37,1240574
City_40,City_30,990607
City_40,City_5,2083617
City_40,City_41,26442
City_40,City_52,1064878
City_40,City_26,757227
City_40,City_21,1228217
City_40,City_28,1042990
City_40,City_36,600610
City_40,City_44,165480
City_40,City_43,168082
City_40,City_10,816572
City_40,City_32,795302
City_40,City_33,775483
City_40,City_3,1144879
City_40,City_9,1382282
City_40,City_34,954865
City_40,City_59,351118
City_40,City_16,1316217
City_40,City_29,1060929
City_40,City_8,861382
City_40,City_11,1079795
City_40,City_23,917372
City_40,City_4,1135385
City_40,City_25,974172
City_40,City_15,1373789
City_40,City_27,1011126
City_40,City_55,1783038
City_40,City_39,1084309
City_40,City_49,1341337
City_40,City_17,1350966
City_40,City_38,1282967
City_40,City_0,1200159
City_40,City_1,1181200
City_40,City_22,882798
City_40,City_2,1178291
City_40,City_18,1358407
City_40,City_50,1369025
City_40,City_60,1174208
City_40,City_7,844053
City_40,City_61,1349155
City_11,City_24,536645
City_11,City_47,1362050
City_11,City_31,621969
City_11,City_54,1229682
City_11,City_53,1243579
City_11,City_19,1956939
City_11,City_12,362376
City_11,City_46,1317436
City_11,City_45,1318350
City_11,City_51,1586683
City_11,City_6,1684323
City_11,City_20,1972087
City_11,City_56,1736724
City_11,City_35,585880
City_11,City_48,1540648
City_11,City_57,1783295
City_11,City_58,1718236
City_11,City_42,988656
City_11,City_13,744700
City_11,City_14,747311
City_11,City_37,771610
City_11,City_30,472679
City_11,City_5,1369849
City_11,City_41,1079467
City_11,City_52,1996675
City_11,City_26,371227
City_11,City_21,1967324
City_11,City_28,570543
City_11,City_36,522615
City_11,City_44,952456
City_11,City_43,955397
City_11,City_10,270054
City_11,City_32,1079368
City_11,City_33,1059549
City_11,City_3,1251131
City_11,City_9,351994
City_11,City_34,597407
City_11,City_59,1117251
City_11,City_16,1869828
City_11,City_29,593516
City_11,City_8,572786
City_11,City_40,1058135
City_11,City_23,555152
City_11,City_4,601867
City_11,City_25,602919
City_11,City_15,1848702
City_11,City_27,582502
City_11,City_55,1069270
City_11,City_39,770236
City_11,City_49,1258622
City_11,City_17,1861756
City_11,City_38,828027
City_11,City_0,683324
City_11,City_1,664026
City_11,City_22,515364
City_11,City_2,659673
City_11,City_18,1860410
City_11,City_50,1214067
City_11,City_60,1868336
City_11,City_7,1903087
City_11,City_61,1264826
City_23,City_24,220652
City_23,City_47,913046
City_23,City_31,191489
City_23,City_54,1726092
City_23,City_53,1739989
City_23,City_19,1450753
City_23,City_12,694972
City_23,City_46,939609
City_23,City_45,940626
City_23,City_51,1081744
City_23,City_6,1481810
City_23,City_20,1472118
City_23,City_56,1430224
City_23,City_35,1019566
City_23,City_48,1091644
City_23,City_57,1474361
City_23,City_58,1425119
City_23,City_42,573096
City_23,City_13,1108121
City_23,City_14,1107500
City_23,City_37,336472
City_23,City_30,159938
City_23,City_5,1866259
City_23,City_41,934715
City_23,City_52,1618364
City_23,City_26,379832
City_23,City_21,1518320
City_23,City_28,141792
City_23,City_36,532957
City_23,City_44,792447
City_23,City_43,791220
City_23,City_10,484848
City_23,City_32,592006
City_23,City_33,571315
City_23,City_3,1668553
City_23,City_9,862190
City_23,City_34,1009503
City_23,City_59,1136515
City_23,City_16,1381594
City_23,City_29,153935
City_23,City_8,67660
City_23,City_40,913383
City_23,City_11,557727
City_23,City_4,1066424
City_23,City_25,57890
City_23,City_15,1339841
City_23,City_27,94844
City_23,City_55,1565680
City_23,City_39,225207
City_23,City_49,731133
City_23,City_17,1373861
City_23,City_38,385004
City_23,City_0,298961
City_23,City_1,280002
City_23,City_22,47867
City_23,City_2,277093
City_23,City_18,1363218
City_23,City_50,686917
City_23,City_60,1959605
City_23,City_7,1734846
City_23,City_61,737676
City_4,City_24,1083104
City_4,City_47,1487226
City_4,City_31,1137844
City_4,City_54,843114
City_4,City_53,857011
City_4,City_19,2221021
City_4,City_12,434392
City_4,City_46,1394154
City_4,City_45,1395068
City_4,City_51,2013569
City_4,City_6,1683980
City_4,City_20,2223320
City_4,City_56,1736381
City_4,City_35,136696
City_4,City_48,1625698
City_4,City_57,1782952
City_4,City_58,1717893
City_4,City_42,1136874
City_4,City_13,470617
City_4,City_14,473228
City_4,City_37,1318069
City_4,City_30,995803
City_4,City_5,983281
City_4,City_41,1145754
City_4,City_52,2073732
City_4,City_26,695673
City_4,City_21,2072789
City_4,City_28,1088147
City_4,City_36,657676
City_4,City_44,1029513
City_4,City_43,1032115
City_4,City_10,608987
City_4,City_32,1399664
City_4,City_33,1379845
City_4,City_3,667980
City_4,City_9,782317
City_4,City_34,201409
City_4,City_59,1078554
City_4,City_16,2121061
City_4,City_29,1107418
City_4,City_8,1056278
City_4,City_40,1134853
City_4,City_11,596968
City_4,City_23,1061534
City_4,City_25,1107347
City_4,City_15,2122558
City_4,City_27,1144301
City_4,City_55,682702
City_4,City_39,1274664
City_4,City_49,1780590
City_4,City_17,2113328
City_4,City_38,1374486
City_4,City_0,1229783
City_4,City_1,1210486
City_4,City_22,1019792
City_4,City_2,1206132
City_4,City_18,2120769
City_4,City_50,1736374
City_4,City_60,1627879
City_4,City_7,1871115
City_4,City_61,1787133
City_25,City_24,185920
City_25,City_47,947205
City_25,City_31,146465
City_25,City_54,1771302
City_25,City_53,1785199
City_25,City_19,1455193
City_25,City_12,739828
City_25,City_46,973768
City_25,City_45,974785
City_25,City_51,1045776
City_25,City_6,1536492
City_25,City_20,1476558
City_25,City_56,1484906
City_25,City_35,1064776
City_25,City_48,1125803
City_25,City_57,1529043
City_25,City_58,1479801
City_25,City_42,627778
City_25,City_13,1152977
City_25,City_14,1152356
City_25,City_37,284701
City_25,City_30,154921
City_25,City_5,1911469
City_25,City_41,989397
City_25,City_52,1652523
City_25,City_26,424688
City_25,City_21,1552479
City_25,City_28,101358
City_25,City_36,577813
City_25,City_44,847129
City_25,City_43,845902
City_25,City_10,529704
City_25,City_32,596323
City_25,City_33,605474
City_25,City_3,1713409
City_25,City_9,907400
City_25,City_34,1054359
City_25,City_59,1191197
City_25,City_16,1385390
City_25,City_29,108523
City_25,City_8,122342
City_25,City_40,968065
City_25,City_11,602937
City_25,City_23,57913
City_25,City_4,1111634
City_25,City_15,1344281
City_25,City_27,43073
City_25,City_55,1610890
City_25,City_39,173436
City_25,City_49,679362
City_25,City_17,1380761
City_25,City_38,333233
City_25,City_0,253937
City_25,City_1,234978
City_25,City_22,96233
City_25,City_2,232069
City_25,City_18,1367658
City_25,City_50,635146
City_25,City_60,2014287
City_25,City_7,1789528
City_25,City_61,685905
City_15,City_24,1486055
City_15,City_47,658920
City_15,City_31,1399624
City_15,City_54,2928120
City_15,City_53,2942017
City_15,City_19,122723
City_15,City_12,1765071
City_15,City_46,863538
City_15,City_45,861731
City_15,City_51,552707
City_15,City_6,1474338
City_15,City_20,144088
City_15,City_56,1355672
City_15,City_35,2023310
City_15,City_48,622691
City_15,City_57,1350826
City_15,City_58,1371708
City_15,City_42,1024547
City_15,City_13,1889021
City_15,City_14,1888400
City_15,City_37,1346815
City_15,City_30,1479131
City_15,City_5,3068287
City_15,City_41,1397636
City_15,City_52,982511
City_15,City_26,1541962
City_15,City_21,553650
City_15,City_28,1446713
City_15,City_36,1518492
City_15,City_44,1221885
City_15,City_43,1222300
City_15,City_10,1656552
City_15,City_32,791040
City_15,City_33,792572
City_15,City_3,2459837
City_15,City_9,2156361
City_15,City_34,1957456
City_15,City_59,1737162
City_15,City_16,102949
City_15,City_29,1441281
City_15,City_8,1284215
City_15,City_40,1376304
City_15,City_11,1851898
City_15,City_23,1343640
City_15,City_4,2124411
City_15,City_25,1368183
City_15,City_27,1377767
City_15,City_55,2767708
City_15,City_39,1244854
City_15,City_49,919106
City_15,City_17,92272
City_15,City_38,1339654
City_15,City_0,1409142
City_15,City_1,1430087
City_15,City_22,1348455
City_15,City_2,1410220
City_15,City_18,58669
City_15,City_50,970513
City_15,City_60,2487562
City_15,City_7,1629626
City_15,City_61,916725
City_27,City_24,172042
City_27,City_47,1005492
City_27,City_31,114585
City_27,City_54,1760901
City_27,City_53,1774798
City_27,City_19,1485348
City_27,City_12,777379
City_27,City_46,1015746
City_27,City_45,1016763
City_27,City_51,1036924
City_27,City_6,1574043
City_27,City_20,1506713
City_27,City_56,1522457
City_27,City_35,1054375
City_27,City_48,1167781
City_27,City_57,1566594
City_27,City_58,1517352
City_27,City_42,665329
City_27,City_13,1190528
City_27,City_14,1189907
City_27,City_37,251408
City_27,City_30,136733
City_27,City_5,1901068
City_27,City_41,1026948
City_27,City_52,1694501
City_27,City_26,462239
City_27,City_21,1594457
City_27,City_28,69478
City_27,City_36,615364
City_27,City_44,884680
City_27,City_43,883453
City_27,City_10,556919
City_27,City_32,650879
City_27,City_33,647452
City_27,City_3,1750960
City_27,City_9,888908
City_27,City_34,1047288
City_27,City_59,1228748
City_27,City_16,1415545
City_27,City_29,76643
City_27,City_8,159893
City_27,City_40,1005616
City_27,City_11,584445
City_27,City_23,95464
City_27,City_4,1101233
City_27,City_25,46299
City_27,City_15,1374436
City_27,City_55,1600489
City_27,City_39,164584
City_27,City_49,658576
City_27,City_17,1410916
City_27,City_38,299940
City_27,City_0,227931
City_27,City_1,216223
City_27,City_22,133784
City_27,City_2,202129
City_27,City_18,1397813
City_27,City_50,614360
City_27,City_60,2051838
City_27,City_7,1827079
City_27,City_61,665119
City_55,City_24,1554957
City_55,City_47,2138289
City_55,City_31,1640281
City_55,City_54,259826
City_55,City_53,246858
City_55,City_19,2872082
City_55,City_12,1031163
City_55,City_46,2045217
City_55,City_45,2046131
City_55,City_51,2611335
City_55,City_6,2351007
City_55,City_20,2874383
City_55,City_56,2403408
City_55,City_35,803723
City_55,City_48,2276761
City_55,City_57,2449979
City_55,City_58,2384920
City_55,City_42,1787937
City_55,City_13,1137644
City_55,City_14,1140255
City_55,City_37,1789922
City_55,City_30,1487952
City_55,City_5,302852
City_55,City_41,1807248
City_55,City_52,2724795
City_55,City_26,1255942
City_55,City_21,2723852
City_55,City_28,1588855
City_55,City_36,1254447
City_55,City_44,1680576
City_55,City_43,1683178
City_55,City_10,1122501
City_55,City_32,1996435
City_55,City_33,1976616
City_55,City_3,1319819
City_55,City_9,632122
City_55,City_34,868436
City_55,City_59,1745581
City_55,City_16,2772124
City_55,City_29,1611828
City_55,City_8,1579871
City_55,City_40,1785916
City_55,City_11,1068958
City_55,City_23,1562237
City_55,City_4,686900
City_55,City_25,1610004
City_55,City_15,2766108
City_55,City_27,1597775
City_55,City_39,1777321
City_55,City_49,2276934
City_55,City_17,2764391
City_55,City_38,1846339
City_55,City_0,1701636
City_55,City_1,1682338
City_55,City_22,1522449
City_55,City_2,1677985
City_55,City_18,2771832
City_55,City_50,2232718
City_55,City_60,2294829
City_55,City_7,2538142
City_55,City_61,2283477
City_39,City_24,285891
City_39,City_47,874045
City_39,City_31,199460
City_39,City_54,1939699
City_39,City_53,1953596
City_39,City_19,1353901
City_39,City_12,908225
City_39,City_46,940351
City_39,City_45,941368
City_39,City_51,905477
City_39,City_6,1588240
City_39,City_20,1375266
City_39,City_56,1528030
City_39,City_35,1233173
City_39,City_48,1060670
City_39,City_57,1572167
City_39,City_58,1522925
City_39,City_42,669189
City_39,City_13,1321374
City_39,City_14,1320753
City_39,City_37,201863
City_39,City_30,302755
City_39,City_5,2079866
City_39,City_41,1105076
City_39,City_52,1619106
City_39,City_26,593085
City_39,City_21,1486467
City_39,City_28,235500
City_39,City_36,746210
City_39,City_44,947686
City_39,City_43,946459
City_39,City_10,698101
City_39,City_32,509217
City_39,City_33,504801
City_39,City_3,1881806
City_39,City_9,1075797
City_39,City_34,1222756
City_39,City_59,1299019
City_39,City_16,1284098
City_39,City_29,241117
City_39,City_8,290739
City_39,City_40,1083744
City_39,City_11,771334
City_39,City_23,226310
City_39,City_4,1280031
City_39,City_25,177145
City_39,City_15,1242989
City_39,City_27,166554
City_39,City_55,1779287
City_39,City_49,539063
City_39,City_17,1279469
City_39,City_38,217722
City_39,City_0,216291
City_39,City_1,237236
City_39,City_22,264630
City_39,City_2,217369
City_39,City_18,1266366
City_39,City_50,494847
City_39,City_60,2122109
City_39,City_7,1832652
City_39,City_61,545606
City_49,City_24,731507
City_49,City_47,829992
City_49,City_31,646312
City_49,City_54,2438070
City_49,City_53,2451967
City_49,City_19,1019659
City_49,City_12,1414266
City_49,City_46,1043363
City_49,City_45,1041556
City_49,City_51,381952
City_49,City_6,1818186
City_49,City_20,1041024
City_49,City_56,1757976
City_49,City_35,1722564
City_49,City_48,1016617
City_49,City_57,1775258
City_49,City_58,1752871
City_49,City_42,906757
City_49,City_13,1781893
City_49,City_14,1781272
City_49,City_37,518492
City_49,City_30,789362
City_49,City_5,2578237
City_49,City_41,1362823
City_49,City_52,1611197
City_49,City_26,1099126
City_49,City_21,1366829
City_49,City_28,698036
City_49,City_36,1206729
City_49,City_44,1205433
City_49,City_43,1204206
City_49,City_10,1204142
City_49,City_32,553834
City_49,City_33,575420
City_49,City_3,2361366
City_49,City_9,1563652
City_49,City_34,1728797
City_49,City_59,1702482
City_49,City_16,1011641
City_49,City_29,687969
City_49,City_8,746708
City_49,City_40,1341491
City_49,City_11,1259189
City_49,City_23,732351
City_49,City_4,1769422
City_49,City_25,683186
City_49,City_15,920526
City_49,City_27,659734
City_49,City_55,2277658
City_49,City_39,539682
City_49,City_17,998902
City_49,City_38,461683
City_49,City_0,628905
City_49,City_1,665724
City_49,City_22,770671
City_49,City_2,645857
City_49,City_18,965382
City_49,City_50,53828
City_49,City_60,2525572
City_49,City_7,2062598
City_49,City_61,7456
City_17,City_24,1521896
City_17,City_47,634581
City_17,City_31,1435465
City_17,City_54,2921702
City_17,City_53,2935599
City_17,City_19,127478
City_17,City_12,1764699
City_17,City_46,821844
City_17,City_45,820037
City_17,City_51,632222
City_17,City_6,1439712
City_17,City_20,120534
City_17,City_56,1294276
City_17,City_35,1998971
City_17,City_48,588065
City_17,City_57,1289430
City_17,City_58,1310312
City_17,City_42,1000208
City_17,City_13,1864682
City_17,City_14,1864061
City_17,City_37,1382656
City_17,City_30,1515350
City_17,City_5,3061869
City_17,City_41,1373297
City_17,City_52,921115
City_17,City_26,1554302
City_17,City_21,492254
City_17,City_28,1482554
City_17,City_36,1521543
City_17,City_44,1197546
City_17,City_43,1197961
City_17,City_10,1668892
City_17,City_32,803380
City_17,City_33,804912
City_17,City_3,2435498
City_17,City_9,2168701
City_17,City_34,1933117
City_17,City_59,1712823
City_17,City_16,41553
City_17,City_29,1477122
City_17,City_8,1317524
City_17,City_40,1351965
City_17,City_11,1864238
City_17,City_23,1376949
City_17,City_4,2113637
City_17,City_25,1401492
City_17,City_15,95366
City_17,City_27,1413608
City_17,City_55,2761290
City_17,City_39,1280695
City_17,City_49,998621
City_17,City_38,1375495
City_17,City_0,1444983
City_17,City_1,1465928
City_17,City_22,1381764
City_17,City_2,1446061
City_17,City_18,38481
City_17,City_50,1050028
City_17,City_60,2452936
City_17,City_7,1568230
City_17,City_61,996240
City_38,City_24,297780
City_38,City_47,970044
City_38,City_31,232440
City_38,City_54,2005976
City_38,City_53,2019873
City_38,City_19,1449900
City_38,City_12,1055895
City_38,City_46,1145307
City_38,City_45,1146324
City_38,City_51,838074
City_38,City_6,1793196
City_38,City_20,1471265
City_38,City_56,1732986
City_38,City_35,1308692
City_38,City_48,1156669
City_38,City_57,1777123
City_38,City_58,1727881
City_38,City_42,874145
City_38,City_13,1474257
City_38,City_14,1473636
City_38,City_37,67652
City_38,City_30,375490
City_38,City_5,2146143
City_38,City_41,1304477
City_38,City_52,1751249
City_38,City_26,740755
City_38,City_21,1582466
City_38,City_28,284164
City_38,City_36,899093
City_38,City_44,1162209
City_38,City_43,1160982
City_38,City_10,811236
City_38,City_32,655580
City_38,City_33,650409
City_38,City_3,1979722
City_38,City_9,1131558
City_38,City_34,1301605
City_38,City_59,1506277
City_38,City_16,1380097
City_38,City_29,274097
City_38,City_8,448743
City_38,City_40,1283145
City_38,City_11,827095
City_38,City_23,384314
City_38,City_4,1378382
City_38,City_25,335149
City_38,City_15,1338988
City_38,City_27,299960
City_38,City_55,1845564
City_38,City_39,224523
City_38,City_49,461846
City_38,City_17,1375468
City_38,City_0,192391
City_38,City_1,231672
City_38,City_22,422634
City_38,City_2,211805
City_38,City_18,1362365
City_38,City_50,417630
City_38,City_60,2329367
City_38,City_7,2037608
City_38,City_61,468389
City_0,City_24,155735
City_0,City_47,1038299
City_0,City_31,117565
City_0,City_54,1863931
City_0,City_53,1877828
City_0,City_19,1518155
City_0,City_12,922795
City_0,City_46,1151682
City_0,City_45,1152699
City_0,City_51,1004479
City_0,City_6,1763841
City_0,City_20,1539520
City_0,City_56,1712255
City_0,City_35,1201804
City_0,City_48,1224924
City_0,City_57,1756392
City_0,City_58,1707150
City_0,City_42,842098
City_0,City_13,1344060
City_0,City_14,1344743
City_0,City_37,136569
City_0,City_30,252671
City_0,City_5,2004098
City_0,City_41,1221971
City_0,City_52,1819504
City_0,City_26,625876
City_0,City_21,1650721
City_0,City_28,169285
City_0,City_36,784214
City_0,City_44,1079703
City_0,City_43,1078476
City_0,City_10,721273
City_0,City_32,694847
City_0,City_33,690431
City_0,City_3,1885601
City_0,City_9,989513
City_0,City_34,1194717
City_0,City_59,1434704
City_0,City_16,1448352
City_0,City_29,159218
City_0,City_8,354916
City_0,City_40,1200639
City_0,City_11,685050
City_0,City_23,298902
City_0,City_4,1236337
City_0,City_25,259080
City_0,City_15,1407243
City_0,City_27,228615
City_0,City_55,1703519
City_0,City_39,214361
City_0,City_49,628251
City_0,City_17,1443723
City_0,City_38,192986
City_0,City_1,47797
City_0,City_22,328467
City_0,City_2,26341
City_0,City_18,1430620
City_0,City_50,584035
City_0,City_60,2249448
City_0,City_7,2016877
City_0,City_61,634794
City_1,City_24,135012
City_1,City_47,1062126
City_1,City_31,97897
City_1,City_54,1843208
City_1,City_53,1857105
City_1,City_19,1541982
City_1,City_12,902072
City_1,City_46,1152967
City_1,City_45,1153984
City_1,City_51,1044405
City_1,City_6,1749398
City_1,City_20,1563347
City_1,City_56,1697812
City_1,City_35,1181081
City_1,City_48,1248751
City_1,City_57,1741949
City_1,City_58,1692707
City_1,City_42,830289
City_1,City_13,1323337
City_1,City_14,1324020
City_1,City_37,178682
City_1,City_30,231948
City_1,City_5,1983375
City_1,City_41,1202303
City_1,City_52,1843331
City_1,City_26,606208
City_1,City_21,1674548
City_1,City_28,149617
City_1,City_36,764546
City_1,City_44,1060035
City_1,City_43,1058808
City_1,City_10,700550
City_1,City_32,718674
City_1,City_33,714258
City_1,City_3,1864878
City_1,City_9,968790
City_1,City_34,1173994
City_1,City_59,1415036
City_1,City_16,1472179
City_1,City_29,139550
City_1,City_8,335248
City_1,City_40,1180971
City_1,City_11,664327
City_1,City_23,279234
City_1,City_4,1215614
City_1,City_25,239412
City_1,City_15,1431070
City_1,City_27,216880
City_1,City_55,1682796
City_1,City_39,238188
City_1,City_49,668177
City_1,City_17,1467550
City_1,City_38,235099
City_1,City_0,50615
City_1,City_22,308799
City_1,City_2,25038
City_1,City_18,1454447
City_1,City_50,623961
City_1,City_60,2229780
City_1,City_7,2002434
City_1,City_61,674720
City_22,City_24,250210
City_22,City_47,890031
City_22,City_31,220922
City_22,City_54,1685860
City_22,City_53,1699757
City_22,City_19,1457544
City_22,City_12,654386
City_22,City_46,916594
City_22,City_45,917611
City_22,City_51,1088535
City_22,City_6,1451855
City_22,City_20,1478909
City_22,City_56,1400269
City_22,City_35,979334
City_22,City_48,1068629
City_22,City_57,1444406
City_22,City_58,1395164
City_22,City_42,543141
City_22,City_13,1067535
City_22,City_14,1066914
City_22,City_37,374271
City_22,City_30,141709
City_22,City_5,1826027
City_22,City_41,904760
City_22,City_52,1595349
City_22,City_26,339246
City_22,City_21,1495305
City_22,City_28,171225
City_22,City_36,492371
City_22,City_44,762492
City_22,City_43,761265
City_22,City_10,444262
City_22,City_32,598797
City_22,City_33,578106
City_22,City_3,1627967
City_22,City_9,821958
City_22,City_34,968917
City_22,City_59,1106560
City_22,City_16,1388385
City_22,City_29,182178
City_22,City_8,74638
City_22,City_40,883428
City_22,City_11,517495
City_22,City_23,48698
City_22,City_4,1026192
City_22,City_25,95689
City_22,City_15,1346632
City_22,City_27,132643
City_22,City_55,1525448
City_22,City_39,263006
City_22,City_49,768932
City_22,City_17,1380652
City_22,City_38,422803
City_22,City_0,328394
City_22,City_1,309435
City_22,City_2,306526
City_22,City_18,1370009
City_22,City_50,724716
City_22,City_60,1929650
City_22,City_7,1704891
City_22,City_61,775475
City_2,City_24,129962
City_2,City_47,1039975
City_2,City_31,95425
City_2,City_54,1838158
City_2,City_53,1852055
City_2,City_19,1519831
City_2,City_12,897022
City_2,City_46,1138570
City_2,City_45,1139587
City_2,City_51,1022254
City_2,City_6,1737635
City_2,City_20,1541196
City_2,City_56,1686049
City_2,City_35,1176031
City_2,City_48,1226600
City_2,City_57,1730186
City_2,City_58,1680944
City_2,City_42,815892
City_2,City_13,1318287
City_2,City_14,1318970
City_2,City_37,156531
City_2,City_30,226898
City_2,City_5,1978325
City_2,City_41,1199831
City_2,City_52,1821180
City_2,City_26,603736
City_2,City_21,1652397
City_2,City_28,147145
City_2,City_36,762074
City_2,City_44,1057563
City_2,City_43,1056336
City_2,City_10,695500
City_2,City_32,696523
City_2,City_33,692107
City_2,City_3,1859828
City_2,City_9,963740
City_2,City_34,1168944
City_2,City_59,1412564
City_2,City_16,1450028
City_2,City_29,137078
City_2,City_8,332776
City_2,City_40,1178499
City_2,City_11,659277
City_2,City_23,276762
City_2,City_4,1210564
City_2,City_25,236940
City_2,City_15,1408919
City_2,City_27,202483
City_2,City_55,1677746
City_2,City_39,216037
City_2,City_49,646026
City_2,City_17,1445399
City_2,City_38,212948
City_2,City_0,26003
City_2,City_1,24212
City_2,City_22,306327
City_2,City_18,1432296
City_2,City_50,601810
City_2,City_60,2227308
City_2,City_7,1990671
City_2,City_61,652569
City_18,City_24,1506876
City_18,City_47,641056
City_18,City_31,1420445
City_18,City_54,2928177
City_18,City_53,2942074
City_18,City_19,97757
City_18,City_12,1771174
City_18,City_46,845674
City_18,City_45,843867
City_18,City_51,598095
City_18,City_6,1456594
City_18,City_20,119122
City_18,City_56,1329077
City_18,City_35,2005446
City_18,City_48,604947
City_18,City_57,1324231
City_18,City_58,1345113
City_18,City_42,1006683
City_18,City_13,1871157
City_18,City_14,1870536
City_18,City_37,1367636
City_18,City_30,1499952
City_18,City_5,3068344
City_18,City_41,1379772
City_18,City_52,955916
City_18,City_26,1550758
City_18,City_21,527055
City_18,City_28,1467534
City_18,City_36,1528018
City_18,City_44,1204021
City_18,City_43,1204436
City_18,City_10,1665348
City_18,City_32,799836
City_18,City_33,801368
City_18,City_3,2441973
City_18,City_9,2165157
City_18,City_34,1939592
City_18,City_59,1719298
City_18,City_16,76354
City_18,City_29,1462102
City_18,City_8,1305036
City_18,City_40,1358440
City_18,City_11,1860694
City_18,City_23,1364461
City_18,City_4,2120112
City_18,City_25,1389004
City_18,City_15,61239
City_18,City_27,1398588
City_18,City_55,2767765
City_18,City_39,1265675
City_18,City_49,964494
City_18,City_17,37948
City_18,City_38,1360475
City_18,City_0,1429963
City_18,City_1,1450908
City_18,City_22,1369276
City_18,City_2,1431041
City_18,City_50,1015901
City_18,City_60,2469818
City_18,City_7,1603031
City_18,City_61,962113
City_50,City_24,686524
City_50,City_47,859246
City_50,City_31,601329
City_50,City_54,2393087
City_50,City_53,2406984
City_50,City_19,1067812
City_50,City_12,1369283
City_50,City_46,1072617
City_50,City_45,1070810
City_50,City_51,430105
City_50,City_6,1847440
City_50,City_20,1089177
City_50,City_56,1787230
City_50,City_35,1677581
City_50,City_48,1045871
City_50,City_57,1804512
City_50,City_58,1782125
City_50,City_42,936011
City_50,City_13,1782432
City_50,City_14,1781811
City_50,City_37,473509
City_50,City_30,744379
City_50,City_5,2533254
City_50,City_41,1392077
City_50,City_52,1640451
City_50,City_26,1054143
City_50,City_21,1396083
City_50,City_28,653053
City_50,City_36,1207268
City_50,City_44,1234687
City_50,City_43,1233460
City_50,City_10,1159159
City_50,City_32,583088
City_50,City_33,604674
City_50,City_3,2342864
City_50,City_9,1518669
City_50,City_34,1683814
City_50,City_59,1731736
City_50,City_16,1059794
City_50,City_29,642986
City_50,City_8,751797
City_50,City_40,1370745
City_50,City_11,1214206
City_50,City_23,687368
City_50,City_4,1724439
City_50,City_25,638203
City_50,City_15,968679
City_50,City_27,614751
City_50,City_55,2232675
City_50,City_39,494699
City_50,City_49,53877
City_50,City_17,1047055
City_50,City_38,416700
City_50,City_0,583922
City_50,City_1,620741
City_50,City_22,725688
City_50,City_2,600874
City_50,City_18,1013535
City_50,City_60,2554826
City_50,City_7,2091852
City_50,City_61,60420
City_60,City_24,2146402
City_60,City_47,1870194
City_60,City_31,2139696
City_60,City_54,2452450
City_60,City_53,2466347
City_60,City_19,2603987
City_60,City_12,1544430
City_60,City_46,1675451
City_60,City_45,1676365
City_60,City_51,2570260
City_60,City_6,1018272
City_60,City_20,2606288
City_60,City_56,1188890
City_60,City_35,1530059
City_60,City_48,1906995
